,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
407,22017,1610612759,SAS,San Antonio Spurs,0021700655,2018-01-17,SAS @ BKN,W,241,100,34,82,0.415,9,19,0.474,23,31,0.742,7,35,42,24,8,4,9,20,5.0
408,22017,1610612759,SAS,San Antonio Spurs,0021700641,2018-01-15,SAS @ ATL,L,238,99,37,87,0.425,8,22,0.364,17,20,0.85,8,29,37,24,12,5,9,13,-3.0
409,22017,1610612759,SAS,San Antonio Spurs,0021700633,2018-01-13,SAS vs. DEN,W,238,112,41,79,0.519,14,27,0.519,16,18,0.889,6,37,43,23,9,3,15,17,32.0
410,22017,1610612759,SAS,San Antonio Spurs,0021700617,2018-01-11,SAS @ LAL,L,241,81,31,76,0.408,8,20,0.4,11,15,0.733,7,38,45,21,6,5,20,15,-12.0
411,22017,1610612759,SAS,San Antonio Spurs,0021700596,2018-01-08,SAS @ SAC,W,239,107,44,90,0.489,11,26,0.423,8,13,0.615,8,29,37,23,11,4,10,12,7.0
412,22017,1610612759,SAS,San Antonio Spurs,0021700589,2018-01-07,SAS @ POR,L,241,110,40,81,0.494,11,23,0.478,19,26,0.731,10,32,42,26,4,5,14,16,-1.0
413,22017,1610612759,SAS,San Antonio Spurs,0021700573,2018-01-05,SAS vs. PHX,W,239,103,41,87,0.471,11,30,0.367,10,18,0.556,7,37,44,21,15,6,15,16,14.0
414,22017,1610612759,SAS,San Antonio Spurs,0021700555,2018-01-03,SAS @ PHI,L,241,106,39,87,0.448,8,25,0.32,20,23,0.87,12,31,43,15,4,4,15,25,-6.0
415,22017,1610612759,SAS,San Antonio Spurs,0021700550,2018-01-02,SAS @ NYK,W,241,100,31,82,0.378,10,27,0.37,28,34,0.824,14,36,50,18,11,5,8,17,9.0
416,22017,1610612759,SAS,San Antonio Spurs,0021700530,2017-12-30,SAS @ DET,L,242,79,31,84,0.369,5,26,0.192,12,13,0.923,10,36,46,18,8,5,14,13,-14.0
417,22017,1610612759,SAS,San Antonio Spurs,0021700519,2017-12-28,SAS vs. NYK,W,240,119,41,80,0.513,9,20,0.45,28,39,0.718,10,33,43,28,2,4,9,18,12.0
418,22017,1610612759,SAS,San Antonio Spurs,0021700502,2017-12-26,SAS vs. BKN,W,240,109,41,80,0.513,7,16,0.438,20,24,0.833,5,38,43,18,7,5,12,14,12.0
419,22017,1610612759,SAS,San Antonio Spurs,0021700492,2017-12-23,SAS @ SAC,W,241,108,44,88,0.5,11,23,0.478,9,11,0.818,7,37,44,29,3,1,8,11,9.0
420,22017,1610612759,SAS,San Antonio Spurs,0021700470,2017-12-21,SAS @ UTA,L,240,89,34,78,0.436,10,21,0.476,11,16,0.688,5,33,38,14,7,3,14,21,-11.0
421,22017,1610612759,SAS,San Antonio Spurs,0021700463,2017-12-20,SAS @ POR,W,238,93,41,79,0.519,6,17,0.353,5,6,0.833,9,44,53,17,7,9,23,16,2.0
422,22017,1610612759,SAS,San Antonio Spurs,0021700449,2017-12-18,SAS vs. LAC,W,240,109,40,82,0.488,9,24,0.375,20,25,0.8,8,37,45,22,7,4,16,19,18.0
423,22017,1610612759,SAS,San Antonio Spurs,0021700435,2017-12-16,SAS vs. DAL,W,241,98,39,86,0.453,5,25,0.2,15,18,0.833,9,32,41,14,5,2,7,14,2.0
424,22017,1610612759,SAS,San Antonio Spurs,0021700428,2017-12-15,SAS @ HOU,L,242,109,46,94,0.489,10,26,0.385,7,13,0.538,12,27,39,22,10,5,17,17,-15.0
425,22017,1610612759,SAS,San Antonio Spurs,0021700402,2017-12-12,SAS @ DAL,L,241,89,35,87,0.402,7,28,0.25,12,19,0.632,10,39,49,20,4,5,10,11,-6.0
426,22017,1610612759,SAS,San Antonio Spurs,0021700383,2017-12-09,SAS @ PHX,W,240,104,40,87,0.46,6,19,0.316,18,25,0.72,18,34,52,18,5,6,15,23,3.0
427,22017,1610612759,SAS,San Antonio Spurs,0021700374,2017-12-08,SAS vs. BOS,W,239,105,38,81,0.469,8,27,0.296,21,24,0.875,14,32,46,16,6,3,13,14,3.0
428,22017,1610612759,SAS,San Antonio Spurs,0021700361,2017-12-06,SAS vs. MIA,W,240,117,46,87,0.529,13,25,0.52,12,14,0.857,10,24,34,30,6,7,11,13,12.0
429,22017,1610612759,SAS,San Antonio Spurs,0021700348,2017-12-04,SAS vs. DET,W,241,96,35,82,0.427,14,31,0.452,12,12,1.0,10,41,51,30,2,7,16,20,3.0
430,22017,1610612759,SAS,San Antonio Spurs,0021700337,2017-12-03,SAS @ OKC,L,239,87,31,76,0.408,8,28,0.286,17,23,0.739,8,31,39,14,11,9,17,24,-3.4
431,22017,1610612759,SAS,San Antonio Spurs,0021700323,2017-12-01,SAS @ MEM,W,240,95,31,70,0.443,11,27,0.407,22,32,0.688,7,36,43,20,8,5,13,18,16.0
432,22017,1610612759,SAS,San Antonio Spurs,0021700311,2017-11-29,SAS vs. MEM,W,241,104,38,75,0.507,8,20,0.4,20,24,0.833,5,27,32,22,9,5,8,17,9.0
433,22017,1610612759,SAS,San Antonio Spurs,0021700295,2017-11-27,SAS vs. DAL,W,240,115,43,82,0.524,10,24,0.417,19,21,0.905,4,39,43,27,7,5,10,16,5.0
434,22017,1610612759,SAS,San Antonio Spurs,0021700277,2017-11-25,SAS @ CHA,W,240,106,39,81,0.481,6,25,0.24,22,25,0.88,8,37,45,22,8,7,11,19,20.0
435,22017,1610612759,SAS,San Antonio Spurs,0021700262,2017-11-22,SAS @ NOP,L,239,90,35,88,0.398,6,24,0.25,14,15,0.933,8,31,39,22,10,5,15,23,-17.0
436,22017,1610612759,SAS,San Antonio Spurs,0021700250,2017-11-20,SAS vs. ATL,W,240,96,40,89,0.449,10,31,0.323,6,6,1.0,14,38,52,29,7,5,18,17,11.0
437,22017,1610612759,SAS,San Antonio Spurs,0021700223,2017-11-17,SAS vs. OKC,W,241,104,34,77,0.442,14,35,0.4,22,28,0.786,12,32,44,23,6,7,13,18,3.0
438,22017,1610612759,SAS,San Antonio Spurs,0021700210,2017-11-15,SAS @ MIN,L,240,86,33,79,0.418,7,24,0.292,13,15,0.867,13,32,45,20,4,4,16,18,-12.0
439,22017,1610612759,SAS,San Antonio Spurs,0021700203,2017-11-14,SAS @ DAL,W,240,97,35,79,0.443,6,26,0.231,21,27,0.778,8,39,47,18,9,7,12,16,6.0
440,22017,1610612759,SAS,San Antonio Spurs,0021700183,2017-11-11,SAS vs. CHI,W,240,133,51,85,0.6,18,27,0.667,13,16,0.813,8,36,44,33,5,6,13,16,39.0
441,22017,1610612759,SAS,San Antonio Spurs,0021700173,2017-11-10,SAS vs. MIL,L,239,87,34,80,0.425,9,29,0.31,10,11,0.909,9,34,43,23,8,6,18,15,-7.0
442,22017,1610612759,SAS,San Antonio Spurs,0021700154,2017-11-07,SAS vs. LAC,W,240,120,45,84,0.536,15,28,0.536,15,19,0.789,11,28,39,33,13,3,13,21,13.0
443,22017,1610612759,SAS,San Antonio Spurs,0021700141,2017-11-05,SAS vs. PHX,W,240,112,44,88,0.5,11,22,0.5,13,18,0.722,8,35,43,21,9,4,9,19,17.0
444,22017,1610612759,SAS,San Antonio Spurs,0021700126,2017-11-03,SAS vs. CHA,W,239,108,39,83,0.47,9,27,0.333,21,26,0.808,7,38,45,31,7,6,15,26,7.0
445,22017,1610612759,SAS,San Antonio Spurs,0021700117,2017-11-02,SAS vs. GSW,L,239,92,34,87,0.391,7,24,0.292,17,23,0.739,14,32,46,19,6,8,16,10,-20.0
446,22017,1610612759,SAS,San Antonio Spurs,0021700092,2017-10-30,SAS @ BOS,L,241,94,36,87,0.414,12,26,0.462,10,20,0.5,12,28,40,24,8,4,11,14,-14.0
447,22017,1610612759,SAS,San Antonio Spurs,0021700086,2017-10-29,SAS @ IND,L,239,94,36,90,0.4,9,28,0.321,13,18,0.722,12,32,44,19,12,8,15,11,-3.0
448,22017,1610612759,SAS,San Antonio Spurs,0021700071,2017-10-27,SAS @ ORL,L,240,87,30,89,0.337,4,24,0.167,23,27,0.852,17,32,49,19,8,8,17,15,-27.0
449,22017,1610612759,SAS,San Antonio Spurs,0021700059,2017-10-25,SAS @ MIA,W,239,117,42,76,0.553,10,17,0.588,23,30,0.767,8,36,44,18,6,3,13,20,17.0
450,22017,1610612759,SAS,San Antonio Spurs,0021700046,2017-10-23,SAS vs. TOR,W,239,101,40,90,0.444,5,20,0.25,16,23,0.696,18,37,55,19,4,12,20,22,4.0
451,22017,1610612759,SAS,San Antonio Spurs,0021700031,2017-10-21,SAS @ CHI,W,241,87,38,93,0.409,1,12,0.083,10,16,0.625,14,38,52,25,8,3,11,14,10.0
452,22017,1610612759,SAS,San Antonio Spurs,0021700011,2017-10-18,SAS vs. MIN,W,240,107,41,89,0.461,8,21,0.381,17,19,0.895,12,38,50,22,8,11,11,18,8.0
453,12017,1610612759,SAS,San Antonio Spurs,0011700072,2017-10-13,SAS @ HOU,W,240,106,45,85,0.529,7,21,0.333,9,12,0.75,10,37,47,30,9,1,17,16,9.0
454,12017,1610612759,SAS,San Antonio Spurs,0011700057,2017-10-10,SAS vs. ORL,L,241,98,35,74,0.473,5,16,0.313,23,29,0.793,8,39,47,23,6,7,21,21,-5.0
455,12017,1610612759,SAS,San Antonio Spurs,0011700041,2017-10-08,SAS vs. DEN,W,240,122,45,79,0.57,16,28,0.571,16,18,0.889,5,42,47,31,8,6,21,25,22.0
456,12017,1610612759,SAS,San Antonio Spurs,0011700036,2017-10-06,SAS vs. SAC,W,240,113,46,83,0.554,15,32,0.469,6,7,0.857,11,32,43,28,8,10,17,16,20.0
457,12017,1610612759,SAS,San Antonio Spurs,0011700010,2017-10-02,SAS @ SAC,L,214,96,34,82,0.415,8,34,0.235,20,26,0.769,9,25,34,20,10,2,9,16,-5.2
458,22017,1610612759,SAS,San Antonio Spurs,1521700061,2017-07-15,SAS vs. POR,L,201,87,27,62,0.435,7,19,0.368,26,29,0.897,6,25,31,9,5,7,20,29,-7.0
459,22017,1610612759,SAS,San Antonio Spurs,1521700045,2017-07-13,SAS vs. NOP,W,200,86,31,83,0.373,10,36,0.278,14,16,0.875,14,25,39,16,5,5,6,20,5.0
460,22017,1610612759,SAS,San Antonio Spurs,1521700031,2017-07-11,SAS @ POR,W,201,99,36,70,0.514,12,27,0.444,15,17,0.882,8,22,30,10,13,1,20,26,14.0
461,22017,1610612759,SAS,San Antonio Spurs,1521700022,2017-07-09,SAS vs. PHI,W,200,101,32,62,0.516,9,25,0.36,28,36,0.778,9,22,31,13,11,4,20,28,6.0
462,22017,1610612759,SAS,San Antonio Spurs,1521700011,2017-07-08,SAS vs. MIA,L,200,74,28,67,0.418,3,18,0.167,15,20,0.75,5,31,36,13,6,2,11,22,-1.0
463,22017,1610612759,SAS,San Antonio Spurs,1621700005,2017-07-06,SAS vs. PHI,L,201,86,31,60,0.517,9,29,0.31,15,22,0.682,7,28,35,18,7,3,23,24,-8.0
464,22017,1610612759,SAS,San Antonio Spurs,1621700003,2017-07-05,SAS vs. BOS,W,200,81,28,78,0.359,13,28,0.464,12,18,0.667,12,26,38,14,7,1,8,23,11.0
465,22017,1610612759,SAS,San Antonio Spurs,1621700002,2017-07-03,SAS @ UTA,L,200,74,27,89,0.303,7,32,0.219,13,14,0.929,16,28,44,13,6,3,12,17,-13.0
466,42016,1610612759,SAS,San Antonio Spurs,0041600314,2017-05-22,SAS vs. GSW,L,240,115,41,98,0.418,8,25,0.32,25,32,0.781,12,30,42,33,14,4,8,20,-14.0
467,42016,1610612759,SAS,San Antonio Spurs,0041600313,2017-05-20,SAS vs. GSW,L,240,108,44,93,0.473,5,21,0.238,15,25,0.6,15,31,46,22,10,3,15,21,-12.0
468,42016,1610612759,SAS,San Antonio Spurs,0041600312,2017-05-16,SAS @ GSW,L,242,100,37,100,0.37,8,23,0.348,18,21,0.857,22,27,49,21,11,5,18,17,-36.0
469,42016,1610612759,SAS,San Antonio Spurs,0041600311,2017-05-14,SAS @ GSW,L,240,111,40,84,0.476,7,22,0.318,24,28,0.857,14,23,37,19,13,3,17,24,-2.0
470,42016,1610612759,SAS,San Antonio Spurs,0041600236,2017-05-11,SAS @ HOU,W,239,114,51,96,0.531,5,22,0.227,7,13,0.538,14,46,60,32,8,9,7,21,39.0
471,42016,1610612759,SAS,San Antonio Spurs,0041600235,2017-05-09,SAS vs. HOU,W,265,110,42,103,0.408,11,33,0.333,15,23,0.652,18,34,52,24,7,5,7,18,3.0
472,42016,1610612759,SAS,San Antonio Spurs,0041600234,2017-05-07,SAS @ HOU,L,241,104,44,89,0.494,7,23,0.304,9,18,0.5,11,32,43,23,8,6,14,13,-21.0
473,42016,1610612759,SAS,San Antonio Spurs,0041600233,2017-05-05,SAS @ HOU,W,238,103,39,86,0.453,9,25,0.36,16,20,0.8,12,37,49,23,7,8,20,17,11.0
474,42016,1610612759,SAS,San Antonio Spurs,0041600232,2017-05-03,SAS vs. HOU,W,240,121,48,89,0.539,9,24,0.375,16,18,0.889,16,32,48,27,5,7,7,16,25.0
475,42016,1610612759,SAS,San Antonio Spurs,0041600231,2017-05-01,SAS vs. HOU,L,241,99,31,84,0.369,9,29,0.31,28,36,0.778,11,34,45,19,10,2,15,18,-27.0
476,42016,1610612759,SAS,San Antonio Spurs,0041600156,2017-04-27,SAS @ MEM,W,240,103,37,77,0.481,7,20,0.35,22,25,0.88,16,30,46,13,4,0,12,20,7.0
477,42016,1610612759,SAS,San Antonio Spurs,0041600155,2017-04-25,SAS vs. MEM,W,240,116,42,80,0.525,14,28,0.5,18,22,0.818,10,24,34,23,7,2,7,17,13.0
478,42016,1610612759,SAS,San Antonio Spurs,0041600154,2017-04-22,SAS @ MEM,L,265,108,41,97,0.423,9,30,0.3,17,17,1.0,8,29,37,16,11,3,9,24,-2.0
479,42016,1610612759,SAS,San Antonio Spurs,0041600153,2017-04-20,SAS @ MEM,L,238,94,34,72,0.472,10,24,0.417,16,28,0.571,12,30,42,16,1,3,12,21,-11.0
480,42016,1610612759,SAS,San Antonio Spurs,0041600152,2017-04-17,SAS vs. MEM,W,240,96,28,61,0.459,9,23,0.391,31,32,0.969,5,34,39,14,4,4,14,13,14.0
481,42016,1610612759,SAS,San Antonio Spurs,0041600151,2017-04-15,SAS vs. MEM,W,239,111,41,76,0.539,10,19,0.526,19,25,0.76,8,34,42,16,4,11,9,20,29.0
482,22016,1610612759,SAS,San Antonio Spurs,0021601227,2017-04-12,SAS @ UTA,L,242,97,39,86,0.453,8,21,0.381,11,13,0.846,15,27,42,16,12,2,15,17,-4.0
483,22016,1610612759,SAS,San Antonio Spurs,0021601209,2017-04-10,SAS @ POR,L,239,98,38,83,0.458,8,21,0.381,14,20,0.7,13,34,47,17,4,9,15,15,-1.0
484,22016,1610612759,SAS,San Antonio Spurs,0021601193,2017-04-08,SAS vs. LAC,L,241,87,34,80,0.425,8,22,0.364,11,14,0.786,7,33,40,20,3,3,13,17,-11.0
485,22016,1610612759,SAS,San Antonio Spurs,0021601183,2017-04-07,SAS @ DAL,W,241,102,40,96,0.417,9,28,0.321,13,22,0.591,16,42,58,26,6,5,6,11,13.0
486,22016,1610612759,SAS,San Antonio Spurs,0021601170,2017-04-05,SAS vs. LAL,L,240,95,39,89,0.438,13,35,0.371,4,6,0.667,7,30,37,28,8,8,14,13,-7.0
487,22016,1610612759,SAS,San Antonio Spurs,0021601161,2017-04-04,SAS vs. MEM,W,264,95,35,80,0.438,11,21,0.524,14,18,0.778,8,38,46,22,8,6,15,20,6.0
488,22016,1610612759,SAS,San Antonio Spurs,0021601151,2017-04-02,SAS vs. UTA,W,241,109,40,77,0.519,10,19,0.526,19,22,0.864,8,34,42,26,7,6,13,17,6.0
489,22016,1610612759,SAS,San Antonio Spurs,0021601135,2017-03-31,SAS @ OKC,W,241,100,37,85,0.435,9,27,0.333,17,27,0.63,13,28,41,23,8,11,13,23,5.0
490,22016,1610612759,SAS,San Antonio Spurs,0021601118,2017-03-29,SAS vs. GSW,L,241,98,34,83,0.41,9,24,0.375,21,26,0.808,16,26,42,20,9,9,15,12,-12.0
491,22016,1610612759,SAS,San Antonio Spurs,0021601099,2017-03-27,SAS vs. CLE,W,241,103,41,86,0.477,7,26,0.269,14,17,0.824,10,42,52,24,11,7,12,18,29.0
492,22016,1610612759,SAS,San Antonio Spurs,0021601085,2017-03-25,SAS vs. NYK,W,240,106,45,99,0.455,10,25,0.4,6,8,0.75,16,34,50,28,11,6,14,18,8.0
493,22016,1610612759,SAS,San Antonio Spurs,0021601070,2017-03-23,SAS vs. MEM,W,241,97,37,77,0.481,8,26,0.308,15,23,0.652,6,29,35,26,6,5,6,19,7.0
494,22016,1610612759,SAS,San Antonio Spurs,0021601056,2017-03-21,SAS @ MIN,W,239,100,37,77,0.481,8,24,0.333,18,22,0.818,9,24,33,22,12,5,15,19,7.0
495,22016,1610612759,SAS,San Antonio Spurs,0021601042,2017-03-19,SAS vs. SAC,W,239,118,43,87,0.494,11,28,0.393,21,27,0.778,15,30,45,31,9,3,6,20,16.0
496,22016,1610612759,SAS,San Antonio Spurs,0021601033,2017-03-18,SAS @ MEM,L,241,96,33,75,0.44,9,28,0.321,21,22,0.955,9,33,42,18,2,5,15,25,-8.0
497,22016,1610612759,SAS,San Antonio Spurs,0021601011,2017-03-15,SAS vs. POR,L,240,106,42,88,0.477,11,26,0.423,11,15,0.733,10,31,41,28,7,5,14,20,-4.0
498,22016,1610612759,SAS,San Antonio Spurs,0021600994,2017-03-13,SAS vs. ATL,W,241,107,39,81,0.481,16,34,0.471,13,17,0.765,7,37,44,31,6,9,21,22,8.0
499,22016,1610612759,SAS,San Antonio Spurs,0021600980,2017-03-11,SAS vs. GSW,W,239,107,40,77,0.519,12,27,0.444,15,18,0.833,7,39,46,27,6,7,18,18,22.0
500,22016,1610612759,SAS,San Antonio Spurs,0021600962,2017-03-09,SAS @ OKC,L,239,92,35,84,0.417,6,19,0.316,16,20,0.8,13,28,41,15,8,8,15,16,-10.0
501,22016,1610612759,SAS,San Antonio Spurs,0021600957,2017-03-08,SAS vs. SAC,W,240,114,42,84,0.5,14,29,0.483,16,21,0.762,6,37,43,33,9,5,12,15,10.0
502,22016,1610612759,SAS,San Antonio Spurs,0021600942,2017-03-06,SAS vs. HOU,W,239,112,40,88,0.455,11,28,0.393,21,23,0.913,9,35,44,24,6,6,9,13,2.0
503,22016,1610612759,SAS,San Antonio Spurs,0021600925,2017-03-04,SAS vs. MIN,W,265,97,38,94,0.404,6,24,0.25,15,24,0.625,17,32,49,16,10,8,12,17,7.0
504,22016,1610612759,SAS,San Antonio Spurs,0021600917,2017-03-03,SAS @ NOP,W,265,101,40,95,0.421,6,27,0.222,15,25,0.6,11,42,53,20,6,4,11,22,3.0
505,22016,1610612759,SAS,San Antonio Spurs,0021600902,2017-03-01,SAS vs. IND,W,241,100,35,74,0.473,9,29,0.31,21,24,0.875,6,30,36,20,8,7,18,21,1.0
506,22016,1610612759,SAS,San Antonio Spurs,0021600874,2017-02-26,SAS @ LAL,W,241,119,49,94,0.521,10,21,0.476,11,13,0.846,13,33,46,37,12,5,12,15,21.0
507,22016,1610612759,SAS,San Antonio Spurs,0021600865,2017-02-24,SAS @ LAC,W,241,105,35,82,0.427,9,26,0.346,26,30,0.867,15,36,51,23,9,7,13,21,8.0
508,22016,1610612759,SAS,San Antonio Spurs,0021600834,2017-02-15,SAS @ ORL,W,241,107,42,89,0.472,8,31,0.258,15,19,0.789,11,39,50,25,12,8,12,16,28.0
509,22016,1610612759,SAS,San Antonio Spurs,0021600825,2017-02-13,SAS @ IND,W,240,110,40,87,0.46,7,15,0.467,23,27,0.852,12,37,49,18,7,4,11,22,4.0
510,22016,1610612759,SAS,San Antonio Spurs,0021600817,2017-02-12,SAS @ NYK,L,241,90,33,91,0.363,6,29,0.207,18,22,0.818,21,25,46,17,11,1,11,16,-4.0
511,22016,1610612759,SAS,San Antonio Spurs,0021600801,2017-02-10,SAS @ DET,W,240,103,41,82,0.5,9,19,0.474,12,15,0.8,11,41,52,27,4,5,18,18,11.0
512,22016,1610612759,SAS,San Antonio Spurs,0021600782,2017-02-08,SAS @ PHI,W,239,111,39,74,0.527,11,22,0.5,22,25,0.88,6,42,48,24,2,6,15,22,8.0
513,22016,1610612759,SAS,San Antonio Spurs,0021600777,2017-02-06,SAS @ MEM,L,239,74,30,82,0.366,4,19,0.211,10,18,0.556,11,33,44,11,8,6,16,20,-15.0
514,22016,1610612759,SAS,San Antonio Spurs,0021600762,2017-02-04,SAS vs. DEN,W,241,121,45,79,0.57,10,21,0.476,21,26,0.808,7,31,38,29,13,8,14,15,24.0
515,22016,1610612759,SAS,San Antonio Spurs,0021600744,2017-02-02,SAS vs. PHI,W,240,102,38,89,0.427,6,21,0.286,20,27,0.741,14,45,59,26,13,9,19,20,16.0
516,22016,1610612759,SAS,San Antonio Spurs,0021600727,2017-01-31,SAS vs. OKC,W,241,108,37,86,0.43,7,21,0.333,27,38,0.711,10,40,50,16,12,13,17,25,14.0
517,22016,1610612759,SAS,San Antonio Spurs,0021600717,2017-01-29,SAS vs. DAL,L,242,101,39,83,0.47,8,22,0.364,15,23,0.652,5,40,45,26,2,4,11,20,-4.0
518,22016,1610612759,SAS,San Antonio Spurs,0021600701,2017-01-27,SAS @ NOP,L,239,103,33,85,0.388,12,28,0.429,25,29,0.862,12,32,44,20,10,4,12,13,-16.0
519,22016,1610612759,SAS,San Antonio Spurs,0021600674,2017-01-24,SAS @ TOR,W,241,108,38,85,0.447,7,24,0.292,25,33,0.758,6,30,36,20,7,6,12,18,2.0
520,22016,1610612759,SAS,San Antonio Spurs,0021600666,2017-01-23,SAS @ BKN,W,240,112,45,95,0.474,9,22,0.409,13,16,0.813,13,37,50,22,7,5,8,17,26.0
521,22016,1610612759,SAS,San Antonio Spurs,0021600657,2017-01-21,SAS @ CLE,W,265,118,48,96,0.5,10,26,0.385,12,14,0.857,10,36,46,32,6,6,13,22,3.0
522,22016,1610612759,SAS,San Antonio Spurs,0021600639,2017-01-19,SAS vs. DEN,W,238,118,44,86,0.512,9,22,0.409,21,25,0.84,6,37,43,28,12,5,7,19,14.0
523,22016,1610612759,SAS,San Antonio Spurs,0021600625,2017-01-17,SAS vs. MIN,W,240,122,43,84,0.512,8,18,0.444,28,35,0.8,6,28,34,27,9,3,7,29,8.0
524,22016,1610612759,SAS,San Antonio Spurs,0021600605,2017-01-14,SAS @ PHX,L,238,105,36,71,0.507,9,20,0.45,24,34,0.706,6,27,33,15,8,1,16,18,-3.0
525,22016,1610612759,SAS,San Antonio Spurs,0021600588,2017-01-12,SAS vs. LAL,W,240,134,49,81,0.605,10,21,0.476,26,29,0.897,7,39,46,32,5,5,12,20,40.0
526,22016,1610612759,SAS,San Antonio Spurs,0021600575,2017-01-10,SAS vs. MIL,L,241,107,42,88,0.477,12,30,0.4,11,14,0.786,13,28,41,22,5,7,14,10,-2.0
527,22016,1610612759,SAS,San Antonio Spurs,0021600558,2017-01-07,SAS vs. CHA,W,240,102,36,89,0.404,13,34,0.382,17,20,0.85,9,34,43,29,9,8,7,21,17.0
528,22016,1610612759,SAS,San Antonio Spurs,0021600543,2017-01-05,SAS @ DEN,W,240,127,51,90,0.567,12,24,0.5,13,17,0.765,7,34,41,34,5,8,7,15,28.0
529,22016,1610612759,SAS,San Antonio Spurs,0021600525,2017-01-03,SAS vs. TOR,W,240,110,43,78,0.551,13,24,0.542,11,15,0.733,6,37,43,32,7,15,15,18,28.0
530,22016,1610612759,SAS,San Antonio Spurs,0021600508,2017-01-01,SAS @ ATL,L,265,112,42,90,0.467,9,27,0.333,19,22,0.864,9,38,47,27,5,6,12,21,-2.0
531,22016,1610612759,SAS,San Antonio Spurs,0021600499,2016-12-30,SAS vs. POR,W,240,110,39,78,0.5,11,22,0.5,21,25,0.84,11,37,48,22,7,5,16,18,16.0
532,22016,1610612759,SAS,San Antonio Spurs,0021600482,2016-12-28,SAS vs. PHX,W,241,119,47,87,0.54,5,17,0.294,20,25,0.8,16,30,46,20,11,7,16,20,21.0
533,22016,1610612759,SAS,San Antonio Spurs,0021600458,2016-12-25,SAS vs. CHI,W,238,119,48,85,0.565,9,18,0.5,14,19,0.737,11,32,43,30,7,3,13,19,19.0
534,22016,1610612759,SAS,San Antonio Spurs,0021600454,2016-12-23,SAS @ POR,W,239,110,39,78,0.5,12,20,0.6,20,21,0.952,13,32,45,19,9,3,12,17,20.0
535,22016,1610612759,SAS,San Antonio Spurs,0021600441,2016-12-22,SAS @ LAC,L,239,101,37,92,0.402,6,19,0.316,21,25,0.84,18,37,55,19,8,7,12,23,-5.0
536,22016,1610612759,SAS,San Antonio Spurs,0021600425,2016-12-20,SAS @ HOU,W,240,102,36,77,0.468,12,23,0.522,18,25,0.72,10,33,43,21,13,5,19,17,2.0
537,22016,1610612759,SAS,San Antonio Spurs,0021600412,2016-12-18,SAS vs. NOP,W,241,113,42,86,0.488,11,22,0.5,18,22,0.818,12,37,49,31,6,6,13,15,13.0
538,22016,1610612759,SAS,San Antonio Spurs,0021600387,2016-12-15,SAS @ PHX,W,240,107,39,74,0.527,5,16,0.313,24,26,0.923,9,41,50,19,6,2,20,20,15.0
539,22016,1610612759,SAS,San Antonio Spurs,0021600383,2016-12-14,SAS vs. BOS,W,240,108,44,80,0.55,8,22,0.364,12,14,0.857,5,33,38,33,9,3,16,17,7.0
540,22016,1610612759,SAS,San Antonio Spurs,0021600353,2016-12-10,SAS vs. BKN,W,239,130,50,94,0.532,14,26,0.538,16,18,0.889,8,41,49,38,11,7,10,18,29.0
541,22016,1610612759,SAS,San Antonio Spurs,0021600336,2016-12-08,SAS @ CHI,L,239,91,39,97,0.402,9,28,0.321,4,5,0.8,11,32,43,21,12,8,12,18,-4.0
542,22016,1610612759,SAS,San Antonio Spurs,0021600319,2016-12-06,SAS @ MIN,W,240,105,39,74,0.527,11,24,0.458,16,19,0.842,3,32,35,21,8,3,11,20,14.0
543,22016,1610612759,SAS,San Antonio Spurs,0021600309,2016-12-05,SAS @ MIL,W,241,97,40,93,0.43,8,28,0.286,9,14,0.643,12,34,46,26,6,5,14,22,1.0
544,22016,1610612759,SAS,San Antonio Spurs,0021600289,2016-12-02,SAS vs. WAS,W,240,107,39,80,0.488,8,20,0.4,21,33,0.636,12,25,37,27,11,4,15,17,2.0
545,22016,1610612759,SAS,San Antonio Spurs,0021600272,2016-11-30,SAS @ DAL,W,240,94,33,71,0.465,11,19,0.579,17,24,0.708,7,35,42,16,7,6,11,11,7.0
546,22016,1610612759,SAS,San Antonio Spurs,0021600264,2016-11-29,SAS vs. ORL,L,240,83,28,76,0.368,5,20,0.25,22,26,0.846,10,35,45,19,9,4,18,17,-12.0
547,22016,1610612759,SAS,San Antonio Spurs,0021600240,2016-11-26,SAS @ WAS,W,238,112,40,75,0.533,9,24,0.375,23,29,0.793,6,32,38,22,7,6,14,17,12.0
548,22016,1610612759,SAS,San Antonio Spurs,0021600225,2016-11-25,SAS @ BOS,W,240,109,38,81,0.469,11,24,0.458,22,25,0.88,13,32,45,24,4,8,16,12,6.0
549,22016,1610612759,SAS,San Antonio Spurs,0021600213,2016-11-23,SAS @ CHA,W,241,119,44,86,0.512,13,31,0.419,18,20,0.9,8,26,34,28,9,8,9,18,5.0
550,22016,1610612759,SAS,San Antonio Spurs,0021600206,2016-11-21,SAS vs. DAL,W,241,96,35,75,0.467,8,20,0.4,18,25,0.72,8,31,39,24,9,1,13,18,5.0
