,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
359,0022101221,505,2,6,4,5:30 PM,8:07,MISS Porter Jr. 6' Driving Layup,,Gallinari BLOCK (1 BLK),,
360,0022101221,507,4,0,4,5:30 PM,8:07,ROCKETS Rebound,,,,
361,0022101221,509,8,0,4,5:30 PM,8:07,,,SUB: Hunter FOR Gallinari,,
362,0022101221,511,2,80,4,5:31 PM,7:53,MISS Porter Jr. 26' 3PT Step Back Jump Shot,,,,
363,0022101221,512,4,0,4,5:31 PM,7:51,,,Huerter REBOUND (Off:0 Def:5),,
364,0022101221,513,1,1,4,5:31 PM,7:45,,,Bogdanovic 26' 3PT Jump Shot (11 PTS) (Huerter 5 AST),112 - 97,-15
365,0022101221,515,6,1,4,5:31 PM,7:30,,,Okongwu P.FOUL (P4.T3) (L.Wood),,
366,0022101221,517,8,0,4,5:31 PM,7:30,,,SUB: Young FOR Huerter,,
367,0022101221,519,2,101,4,5:32 PM,7:16,MISS Porter Jr. 8' Driving Floating Jump Shot,,Okongwu BLOCK (1 BLK),,
368,0022101221,521,4,0,4,5:32 PM,7:16,Porter Jr. REBOUND (Off:2 Def:4),,,,
369,0022101221,522,5,11,4,5:32 PM,7:16,ROCKETS Turnover: Shot Clock (T#6),,,,
370,0022101221,523,1,1,4,5:33 PM,6:59,,,Bogdanovic 26' 3PT Jump Shot (14 PTS) (Wright 3 AST),115 - 97,-18
371,0022101221,525,9,1,4,5:33 PM,6:57,ROCKETS Timeout: Regular (Full 5 Short 0),,,,
372,0022101221,526,8,0,4,5:35 PM,6:57,SUB: Tate FOR Nwaba,,,,
373,0022101221,527,8,0,4,5:35 PM,6:57,SUB: Mathews FOR Martin Jr.,,,,
374,0022101221,530,2,63,4,5:36 PM,6:34,MISS Sengun 12' Fadeaway Jumper,,,,
375,0022101221,531,4,0,4,5:36 PM,6:34,ROCKETS Rebound,,,,
376,0022101221,532,5,11,4,5:36 PM,6:34,ROCKETS Turnover: Shot Clock (T#7),,,,
377,0022101221,533,1,1,4,5:36 PM,6:16,,,Hunter 3PT Jump Shot (20 PTS) (Okongwu 1 AST),118 - 97,-21
378,0022101221,535,2,1,4,5:37 PM,5:59,MISS Christopher 26' 3PT Jump Shot,,,,
379,0022101221,536,4,0,4,5:37 PM,5:58,,,Young REBOUND (Off:1 Def:4),,
380,0022101221,537,2,6,4,5:37 PM,5:43,,,MISS Hunter 5' Driving Layup,,
381,0022101221,538,4,0,4,5:37 PM,5:42,Porter Jr. REBOUND (Off:2 Def:5),,,,
382,0022101221,539,5,1,4,5:37 PM,5:34,Porter Jr. Bad Pass Turnover (P2.T8),,Bogdanovic STEAL (2 STL),,
383,0022101221,541,6,2,4,5:37 PM,5:31,Tate S.FOUL (P1.PN) (C.Washington),,,,
384,0022101221,543,3,11,4,5:38 PM,5:31,,,Hunter Free Throw 1 of 2 (21 PTS),119 - 97,-22
385,0022101221,544,8,0,4,5:38 PM,5:31,SUB: Green FOR Christopher,,,,
386,0022101221,546,3,12,4,5:38 PM,5:31,,,Hunter Free Throw 2 of 2 (22 PTS),120 - 97,-23
387,0022101221,547,1,75,4,5:38 PM,5:21,Green 3' Driving Finger Roll Layup (29 PTS),,,120 - 99,-21
388,0022101221,549,5,21,4,5:39 PM,5:07,,,Young Palming Turnover (P4.T9),,
389,0022101221,550,2,80,4,5:39 PM,4:55,MISS Green 27' 3PT Step Back Jump Shot,,,,
390,0022101221,551,4,0,4,5:39 PM,4:54,,,Bogdanovic REBOUND (Off:0 Def:5),,
391,0022101221,552,6,4,4,5:39 PM,4:49,,,Hunter OFF.Foul (P1) (L.Wood),,
392,0022101221,554,5,37,4,5:39 PM,4:49,,,Hunter Offensive Foul Turnover (P2.T10),,
393,0022101221,555,1,6,4,5:40 PM,4:32,Green 3' Driving Layup (31 PTS) (Sengun 7 AST),,,120 - 101,-19
394,0022101221,557,6,2,4,5:40 PM,4:32,,,Bogdanovic S.FOUL (P1.T4) (L.Wood),,
395,0022101221,559,3,10,4,5:40 PM,4:32,Green Free Throw 1 of 1 (32 PTS),,,120 - 102,-18
396,0022101221,560,1,52,4,5:40 PM,4:13,,,Okongwu 2' Alley Oop Dunk (6 PTS) (Young 11 AST),122 - 102,-20
397,0022101221,562,2,80,4,5:41 PM,3:45,MISS Green 29' 3PT Step Back Jump Shot,,,,
398,0022101221,563,4,0,4,5:41 PM,3:44,,,Bogdanovic REBOUND (Off:0 Def:6),,
399,0022101221,564,6,4,4,5:41 PM,3:39,,,Okongwu OFF.Foul (P5) (L.Wood),,
400,0022101221,566,5,37,4,5:41 PM,3:39,,,Okongwu Offensive Foul Turnover (P1.T11),,
401,0022101221,567,2,101,4,5:42 PM,3:22,MISS Sengun 4' Driving Floating Jump Shot,,,,
402,0022101221,568,4,0,4,5:42 PM,3:22,,,Hawks Rebound,,
403,0022101221,569,6,3,4,5:42 PM,3:22,Sengun L.B.FOUL (P4.PN) (C.Washington),,,,
404,0022101221,571,3,11,4,5:42 PM,3:22,,,Okongwu Free Throw 1 of 2 (7 PTS),123 - 102,-21
405,0022101221,572,3,12,4,5:42 PM,3:22,,,Okongwu Free Throw 2 of 2 (8 PTS),124 - 102,-22
406,0022101221,573,1,1,4,5:43 PM,3:03,Porter Jr. 25' 3PT Jump Shot (26 PTS) (Green 3 AST),,,124 - 105,-19
407,0022101221,575,5,40,4,5:43 PM,2:47,,,Young Out of Bounds Lost Ball Turnover (P5.T12),,
408,0022101221,576,1,108,4,5:43 PM,2:42,Green 2' Cutting Dunk Shot (34 PTS) (Tate 2 AST),,,124 - 107,-17
409,0022101221,579,1,80,4,5:44 PM,2:24,,,Young 27' 3PT Step Back Jump Shot (26 PTS),127 - 107,-20
410,0022101221,580,1,75,4,5:45 PM,2:08,Green 4' Driving Finger Roll Layup (36 PTS) (Sengun 8 AST),,,127 - 109,-18
411,0022101221,582,6,1,4,5:45 PM,1:57,Tate P.FOUL (P2.PN) (C.Washington),,,,
412,0022101221,584,9,1,4,5:45 PM,1:57,,,Hawks Timeout: Regular (Reg.4 Short 0),,
413,0022101221,585,8,0,4,5:48 PM,1:57,,,SUB: Johnson FOR Wright,,
414,0022101221,586,8,0,4,5:48 PM,1:57,,,SUB: Luwawu-Cabarrot FOR Hunter,,
415,0022101221,587,8,0,4,5:48 PM,1:57,,,SUB: Mays FOR Bogdanovic,,
416,0022101221,588,8,0,4,5:48 PM,1:57,,,SUB: Knox II FOR Okongwu,,
417,0022101221,593,3,11,4,5:48 PM,1:57,,,Young Free Throw 1 of 2 (27 PTS),128 - 109,-19
418,0022101221,594,3,12,4,5:49 PM,1:57,,,Young Free Throw 2 of 2 (28 PTS),129 - 109,-20
419,0022101221,595,6,2,4,5:49 PM,1:45,,,Knox II S.FOUL (P1.PN) (C.Washington),,
420,0022101221,597,3,11,4,5:49 PM,1:45,Green Free Throw 1 of 2 (37 PTS),,,129 - 110,-19
421,0022101221,598,8,0,4,5:49 PM,1:45,,,SUB: Cooper FOR Young,,
422,0022101221,600,3,12,4,5:49 PM,1:45,Green Free Throw 2 of 2 (38 PTS),,,129 - 111,-18
423,0022101221,601,2,80,4,5:50 PM,1:30,,,MISS Knox II 26' 3PT Step Back Jump Shot,,
424,0022101221,602,4,0,4,5:50 PM,1:28,,,Knox II REBOUND (Off:1 Def:0),,
425,0022101221,603,2,1,4,5:50 PM,1:27,,,MISS Knox II 28' 3PT Jump Shot,,
426,0022101221,604,4,0,4,5:50 PM,1:24,Porter Jr. REBOUND (Off:2 Def:6),,,,
427,0022101221,605,2,1,4,5:50 PM,1:14,MISS Green 26' 3PT Jump Shot,,,,
428,0022101221,606,4,0,4,5:50 PM,1:10,,,Knox II REBOUND (Off:1 Def:1),,
429,0022101221,607,6,2,4,5:50 PM,1:07,Tate S.FOUL (P3.PN) (T.Brothers),,,,
430,0022101221,609,3,11,4,5:50 PM,1:07,,,Knox II Free Throw 1 of 2 (1 PTS),130 - 111,-19
431,0022101221,610,3,12,4,5:50 PM,1:07,,,MISS Knox II Free Throw 2 of 2,,
432,0022101221,611,4,0,4,5:50 PM,1:07,Sengun REBOUND (Off:1 Def:5),,,,
433,0022101221,612,1,79,4,5:51 PM,0:51,Green 26' 3PT Pullup Jump Shot (41 PTS),,,130 - 114,-16
434,0022101221,613,2,1,4,5:51 PM,0:39,,,MISS Luwawu-Cabarrot 3PT Jump Shot,,
435,0022101221,614,4,0,4,5:51 PM,0:37,Mathews REBOUND (Off:0 Def:6),,,,
436,0022101221,615,2,101,4,5:51 PM,0:24,MISS Green 10' Driving Floating Jump Shot,,,,
437,0022101221,616,4,0,4,5:51 PM,0:24,,,Luwawu-Cabarrot REBOUND (Off:1 Def:1),,
438,0022101221,617,5,11,4,5:52 PM,0:01,,,Hawks Turnover: Shot Clock (T#13),,
439,0022101221,618,2,1,4,5:52 PM,0:00,MISS Porter Jr. 40' 3PT Jump Shot,,,,
440,0022101221,619,4,0,4,5:52 PM,0:00,ROCKETS Rebound,,,,
441,0022101221,620,13,0,4,5:52 PM,0:00,,End of 4th Period (5:52 PM EST),,130 - 114,-16
